outcome,coef,se,p_value,pct_effect
log(n_papers+1),0.04737803463723322,97845300606.79832,0.9999999999996136,4.851831040622878
log(n_papers_newcomer+1),0.04260069922550259,98770839775.36754,0.9999999999996558,4.352113285290327
log(n_papers_openalex+1),0.15452971472755053,97534114355.58302,0.9999999999987359,16.710895786694625
